employee_id,login_attempts,network_traffic_mb,data_transfer_gb,hour_of_day,attack_type,status,severity
E013,0,1.5576171875,0.0003528594970703,10,normal.,NORMAL,-
E012,0,0.1767578125,0.0,9,normal.,NORMAL,-
E007,0,0.1416015625,0.0001001358032226,0,normal.,NORMAL,-
E046,0,0.0,0.0,17,normal.,NORMAL,-
E005,0,0.8544921875,0.0003156661987304,19,normal.,NORMAL,-
E041,0,0.22265625,0.0025758743286132,22,normal.,NORMAL,-
E041,0,1.724609375,0.0,12,normal.,NORMAL,-
E048,0,0.0439453125,0.0001306533813476,5,normal.,NORMAL,-
E045,0,0.044921875,4.38690185546875e-05,18,normal.,NORMAL,-
E041,0,0.1416015625,0.0,22,normal.,NORMAL,-
E040,0,0.291015625,0.0003490447998046,10,normal.,NORMAL,-
E029,0,0.220703125,0.0024137496948242,23,normal.,NORMAL,-
E035,0,0.08203125,0.0,22,normal.,NORMAL,-
E002,0,0.2880859375,0.0002985000610351,6,normal.,NORMAL,-
E042,0,0.0,0.0,4,normal.,NORMAL,-
E000,0,1.8125,0.0003137588500976,8,normal.,NORMAL,-
E017,0,0.26953125,0.0048494338989257,20,normal.,NORMAL,-
E015,0,0.0322265625,0.0,14,normal.,NORMAL,-
E022,0,0.296875,0.0006284713745117,17,normal.,NORMAL,-
E038,0,0.03515625,9.632110595703124e-05,16,normal.,NORMAL,-
E039,0,1.5546875,0.0003185272216796,7,normal.,NORMAL,-
E030,0,0.4482421875,0.0116224288940429,0,normal.,NORMAL,-
E025,0,0.3017578125,0.0017051696777343,11,normal.,NORMAL,-
E029,0,0.275390625,0.0028200149536132,16,normal.,NORMAL,-
E030,0,0.23828125,0.0002660751342773,15,normal.,NORMAL,-
E013,0,0.328125,0.0020980834960937,11,normal.,NORMAL,-
E022,0,0.044921875,7.62939453125e-05,3,normal.,NORMAL,-
E030,0,0.3193359375,0.0022954940795898,23,normal.,NORMAL,-
E039,0,0.0,0.0,5,normal.,NORMAL,-
E027,0,0.3427734375,0.0002431869506835,15,normal.,NORMAL,-
E009,0,0.19921875,0.0002431869506835,20,normal.,NORMAL,-
E044,0,0.3017578125,0.0012092590332031,11,normal.,NORMAL,-
E024,0,0.248046875,0.0003795623779296,7,normal.,NORMAL,-
E047,0,0.6259765625,0.0,17,normal.,NORMAL,-
E012,0,6.76953125,0.0,13,normal.,NORMAL,-
E036,0,1.1416015625,0.000314712524414,2,normal.,NORMAL,-
E015,0,1.0810546875,0.0003128051757812,9,normal.,NORMAL,-
E021,0,0.306640625,0.0002927780151367,11,normal.,NORMAL,-
E049,0,0.2099609375,0.0020771026611328,17,normal.,NORMAL,-
E024,0,0.1025390625,0.0001392364501953,23,normal.,NORMAL,-
E008,0,0.1435546875,0.0001001358032226,12,normal.,NORMAL,-
E022,0,0.23046875,0.0031051635742187,3,normal.,NORMAL,-
E036,0,0.2158203125,0.0016899108886718,20,normal.,NORMAL,-
E020,0,0.283203125,0.0034284591674804,0,normal.,NORMAL,-
E017,0,0.2265625,0.0021352767944335,12,normal.,NORMAL,-
E047,0,0.2041015625,0.0002508163452148,17,normal.,NORMAL,-
E042,0,0.1025390625,0.0001392364501953,7,normal.,NORMAL,-
E029,0,0.0361328125,0.0,13,normal.,NORMAL,-
E029,0,0.2265625,0.0003519058227539,17,normal.,NORMAL,-
E048,0,0.23828125,0.0003480911254882,13,normal.,NORMAL,-
E039,0,0.04296875,6.866455078125e-05,13,normal.,NORMAL,-
E022,0,0.2109375,0.0002994537353515,19,normal.,NORMAL,-
E028,0,0.0576171875,0.0,12,normal.,NORMAL,-
E006,0,0.0,0.0,6,normal.,NORMAL,-
E024,0,1.23046875,0.0003185272216796,9,normal.,NORMAL,-
E032,0,0.0234375,2.288818359375e-05,21,normal.,NORMAL,-
E023,0,0.044921875,7.152557373046875e-05,2,normal.,NORMAL,-
E045,0,0.197265625,0.0066289901733398,6,normal.,NORMAL,-
E041,0,0.2978515625,0.0030727386474609,22,normal.,NORMAL,-
E047,0,0.2294921875,0.0005464553833007,4,normal.,NORMAL,-
E006,0,0.2998046875,0.0010414123535156,14,normal.,NORMAL,-
E027,0,0.0,0.0,5,normal.,NORMAL,-
E016,0,0.150390625,0.0004205703735351,7,normal.,NORMAL,-
E015,0,0.0,0.0,18,normal.,NORMAL,-
E012,0,0.1025390625,0.0001401901245117,17,normal.,NORMAL,-
E018,0,0.22265625,0.0006828308105468,2,normal.,NORMAL,-
E019,0,0.306640625,0.0055961608886718,1,normal.,NORMAL,-
E036,0,0.23046875,0.0046958923339843,6,normal.,NORMAL,-
E025,0,0.3369140625,0.0014572143554687,13,normal.,NORMAL,-
E005,0,0.6259765625,0.0,9,normal.,NORMAL,-
E031,0,0.248046875,0.0003738403320312,20,normal.,NORMAL,-
E023,0,0.2265625,0.0017347335815429,0,normal.,NORMAL,-
E000,0,0.0439453125,0.000126838684082,20,normal.,NORMAL,-
E044,0,0.3369140625,0.0002660751342773,15,normal.,NORMAL,-
E001,0,0.041015625,4.00543212890625e-05,5,normal.,NORMAL,-
E048,0,0.2236328125,0.0004358291625976,21,normal.,NORMAL,-
E021,0,0.5078125,0.0,19,smurf.,NORMAL,-
E002,0,0.2587890625,0.0032548904418945,11,normal.,NORMAL,-
E011,0,1.0078125,0.0,2,smurf.,NORMAL,-
E034,0,0.3046875,0.0234336853027343,1,normal.,NORMAL,-
E040,0,1.0078125,0.0,1,smurf.,NORMAL,-
E009,0,0.1416015625,0.0,23,normal.,NORMAL,-
E026,0,0.142578125,0.0001001358032226,5,normal.,NORMAL,-
E046,0,0.3017578125,0.0007667541503906,23,normal.,NORMAL,-
E046,0,0.5078125,0.0,15,smurf.,NORMAL,-
E008,0,0.1435546875,0.0001001358032226,12,normal.,NORMAL,-
E019,0,0.2783203125,0.0089826583862304,3,normal.,NORMAL,-
E040,0,0.068359375,4.38690185546875e-05,10,normal.,NORMAL,-
E017,0,0.0185546875,0.0,8,normal.,NORMAL,-
E019,0,0.267578125,0.0022363662719726,9,normal.,NORMAL,-
E019,0,0.029296875,0.0,19,normal.,NORMAL,-
E016,0,1.0498046875,0.0003242492675781,10,normal.,NORMAL,-
E005,0,90.8251953125,0.0003843307495117,17,normal.,ANOMALY,MEDIUM
E041,0,0.17578125,0.0142936706542968,20,normal.,NORMAL,-
E002,0,0.287109375,0.0003490447998046,2,normal.,NORMAL,-
E040,0,0.267578125,1.621246337890625e-05,10,normal.,NORMAL,-
E019,0,0.22265625,0.0012121200561523,13,normal.,NORMAL,-
E026,0,0.1025390625,0.0001401901245117,1,normal.,NORMAL,-
E045,0,0.232421875,0.0002393722534179,20,normal.,NORMAL,-
E042,0,0.3076171875,0.0015087127685546,1,normal.,NORMAL,-
E024,0,0.240234375,0.003575325012207,15,normal.,NORMAL,-
E048,0,0.2255859375,0.0218887329101562,12,normal.,NORMAL,-
E000,0,0.3134765625,0.0035047531127929,7,normal.,NORMAL,-
E033,0,0.18359375,0.0004034042358398,3,normal.,NORMAL,-
E046,0,0.2158203125,0.0001792907714843,11,normal.,NORMAL,-
E035,0,0.044921875,4.38690185546875e-05,13,normal.,NORMAL,-
E017,0,0.04296875,7.2479248046875e-05,9,normal.,NORMAL,-
E004,0,0.0322265625,0.0,10,normal.,NORMAL,-
E027,0,0.1025390625,0.0001401901245117,0,normal.,NORMAL,-
E001,0,0.04296875,0.0001249313354492,15,normal.,NORMAL,-
E041,0,0.283203125,0.0023794174194335,23,normal.,NORMAL,-
E005,0,0.2919921875,0.0003738403320312,23,normal.,NORMAL,-
E032,0,0.2138671875,0.0020122528076171,22,normal.,NORMAL,-
E031,0,0.1474609375,0.001387596130371,18,normal.,NORMAL,-
E022,0,0.2763671875,0.0011243820190429,7,normal.,NORMAL,-
E018,0,0.314453125,0.0014142990112304,21,normal.,NORMAL,-
E002,0,0.1435546875,0.0001001358032226,0,normal.,NORMAL,-
E000,0,5.7529296875,0.0,1,normal.,ANOMALY,LOW
E046,0,2.02734375,0.0003175735473632,14,normal.,NORMAL,-
E003,0,0.19921875,0.0015745162963867,23,normal.,NORMAL,-
E049,0,0.216796875,0.0002431869506835,2,normal.,NORMAL,-
E032,0,0.0322265625,0.0,11,normal.,NORMAL,-
E044,0,0.2314453125,0.0003862380981445,19,normal.,NORMAL,-
E048,0,0.2255859375,0.0012245178222656,13,normal.,NORMAL,-
E017,0,0.23828125,0.0005006790161132,1,normal.,NORMAL,-
E028,0,0.32421875,0.0026121139526367,5,normal.,NORMAL,-
E001,0,0.2109375,0.0080318450927734,20,normal.,NORMAL,-
E000,0,0.2275390625,0.0007181167602539,1,normal.,NORMAL,-
E035,0,0.0439453125,7.2479248046875e-05,4,normal.,NORMAL,-
E029,0,0.142578125,0.0,16,normal.,NORMAL,-
E000,0,0.142578125,0.0001001358032226,2,normal.,NORMAL,-
E029,0,0.208984375,0.0012149810791015,20,normal.,NORMAL,-
E001,0,0.1923828125,0.0010356903076171,6,normal.,NORMAL,-
E020,0,0.2353515625,0.017928123474121,18,normal.,NORMAL,-
E028,0,0.2783203125,0.0187997817993164,2,normal.,NORMAL,-
E033,0,0.22265625,0.0018110275268554,9,normal.,NORMAL,-
E001,0,0.009765625,3.719329833984375e-05,1,normal.,NORMAL,-
E015,0,0.1025390625,0.0001401901245117,3,normal.,NORMAL,-
E045,0,0.75,0.0,2,normal.,NORMAL,-
E039,0,0.244140625,0.0170755386352539,22,normal.,NORMAL,-
E019,0,0.166015625,0.000370979309082,1,normal.,NORMAL,-
E024,0,0.3232421875,0.0006294250488281,13,normal.,NORMAL,-
E020,0,0.240234375,0.0003623962402343,1,normal.,NORMAL,-
E008,0,0.3046875,0.0012502670288085,10,normal.,NORMAL,-
E008,0,0.046875,4.57763671875e-05,5,normal.,NORMAL,-
E034,0,0.142578125,0.0001001358032226,7,normal.,NORMAL,-
E037,0,0.203125,0.0002708435058593,14,normal.,NORMAL,-
E027,0,0.2119140625,0.00274658203125,8,normal.,NORMAL,-
E040,0,0.275390625,0.0023145675659179,20,normal.,NORMAL,-
E037,0,0.2373046875,0.0079822540283203,12,normal.,NORMAL,-
E026,0,0.1025390625,0.0001392364501953,13,normal.,NORMAL,-
E002,0,0.0,0.0,1,normal.,NORMAL,-
E004,0,1.1611328125,0.0003118515014648,18,normal.,NORMAL,-
E016,0,0.1025390625,0.0,5,normal.,NORMAL,-
E017,0,0.2041015625,0.0,13,normal.,NORMAL,-
E032,0,0.228515625,0.0015745162963867,4,normal.,NORMAL,-
E043,0,1.400390625,0.0003156661987304,1,normal.,NORMAL,-
E014,0,1.87109375,0.0003461837768554,10,normal.,NORMAL,-
E048,0,0.2099609375,0.0028572082519531,22,normal.,NORMAL,-
E021,0,0.041015625,0.0001220703125,5,normal.,NORMAL,-
E043,0,0.2314453125,0.001565933227539,4,normal.,NORMAL,-
E049,0,0.2109375,0.0015830993652343,0,normal.,NORMAL,-
E011,0,0.2119140625,0.0012168884277343,13,normal.,NORMAL,-
E019,0,0.0419921875,0.0001201629638671,12,normal.,NORMAL,-
E041,0,0.212890625,0.0003814697265625,20,normal.,NORMAL,-
E002,0,0.2001953125,0.0006742477416992,11,normal.,NORMAL,-
E020,0,0.26953125,0.0,22,normal.,NORMAL,-
E022,0,0.302734375,0.0012035369873046,14,normal.,NORMAL,-
E011,0,1.0078125,0.0,6,smurf.,NORMAL,-
E049,0,0.322265625,0.0068492889404296,8,normal.,NORMAL,-
E025,0,0.2158203125,0.0015134811401367,0,normal.,NORMAL,-
E038,0,0.1435546875,0.0001001358032226,10,normal.,NORMAL,-
E039,0,59.861328125,0.0,14,normal.,ANOMALY,LOW
E043,0,0.2021484375,0.0468091964721679,2,normal.,ANOMALY,LOW
E027,0,0.3642578125,0.0015220642089843,15,normal.,NORMAL,-
E011,0,0.0,0.0,10,neptune.,NORMAL,-
E039,0,0.296875,0.0007381439208984,18,normal.,NORMAL,-
E041,0,0.1435546875,0.0001001358032226,5,normal.,NORMAL,-
E041,0,1.3701171875,0.0003519058227539,19,normal.,NORMAL,-
E006,0,0.212890625,0.0050888061523437,15,normal.,NORMAL,-
E039,0,1.0078125,0.0,1,smurf.,NORMAL,-
E009,0,0.1025390625,0.0001392364501953,3,normal.,NORMAL,-
E016,0,0.1435546875,0.0252304077148437,5,normal.,NORMAL,-
E028,0,0.1943359375,0.0003280639648437,8,normal.,NORMAL,-
E011,0,4.21484375,0.0,16,normal.,NORMAL,-
E043,0,0.2216796875,0.0010251998901367,19,normal.,NORMAL,-
E028,0,0.1953125,0.0087814331054687,7,normal.,NORMAL,-
E012,0,0.142578125,0.0031023025512695,12,normal.,NORMAL,-
E049,0,0.1025390625,0.0001401901245117,1,normal.,NORMAL,-
E042,0,0.310546875,0.0124130249023437,17,normal.,NORMAL,-
E047,0,0.0,0.0,18,normal.,NORMAL,-
E009,0,0.25,0.0020484924316406,14,normal.,NORMAL,-
E023,0,0.287109375,0.0004377365112304,14,normal.,NORMAL,-
E020,0,0.193359375,0.0008773803710937,7,normal.,NORMAL,-
E014,0,0.1865234375,0.0009832382202148,11,normal.,NORMAL,-
E017,0,0.197265625,0.0016794204711914,11,normal.,NORMAL,-
E022,0,0.0390625,8.869171142578125e-05,15,normal.,NORMAL,-
E006,0,0.0234375,2.288818359375e-05,2,normal.,NORMAL,-
E028,0,10.03125,0.0,2,normal.,ANOMALY,LOW
E023,0,0.1025390625,0.0,13,normal.,NORMAL,-
E026,0,0.33203125,0.0008811950683593,3,normal.,NORMAL,-
E035,0,0.2568359375,0.0371646881103515,7,normal.,ANOMALY,LOW
E014,0,0.19921875,0.0002927780151367,0,normal.,NORMAL,-
E048,0,0.2216796875,0.0149869918823242,12,normal.,NORMAL,-
E021,0,0.3115234375,0.0004329681396484,7,normal.,NORMAL,-
E014,0,0.2861328125,0.0013351440429687,16,normal.,NORMAL,-
E002,0,0.203125,0.0022621154785156,0,normal.,NORMAL,-
E016,0,0.1591796875,0.0006017684936523,12,normal.,NORMAL,-
E014,0,0.365234375,0.0003528594970703,20,normal.,NORMAL,-
E019,0,0.1025390625,0.0001382827758789,19,normal.,NORMAL,-
E014,0,0.1767578125,0.0,22,normal.,NORMAL,-
E024,0,0.1494140625,0.0128364562988281,12,normal.,NORMAL,-
E031,0,0.21875,0.0101385116577148,18,normal.,NORMAL,-
E024,0,0.1435546875,0.0001001358032226,19,normal.,NORMAL,-
E010,0,11.505859375,0.0014925003051757,14,normal.,ANOMALY,LOW
E014,0,0.2919921875,0.0013389587402343,2,normal.,NORMAL,-
E048,0,0.0,0.0,6,normal.,NORMAL,-
E006,0,0.046875,4.57763671875e-05,15,normal.,NORMAL,-
E040,0,0.2919921875,0.0003814697265625,0,normal.,NORMAL,-
E022,0,0.8291015625,0.0003156661987304,9,normal.,NORMAL,-
E040,0,0.267578125,0.0039033889770507,9,normal.,NORMAL,-
E035,0,0.1416015625,0.0001001358032226,2,normal.,NORMAL,-
E045,0,0.24609375,0.0016384124755859,17,normal.,NORMAL,-
E020,0,0.208984375,0.0016412734985351,5,normal.,NORMAL,-
E038,0,0.8095703125,0.000314712524414,7,normal.,NORMAL,-
E038,0,0.1982421875,0.0454769134521484,10,normal.,ANOMALY,LOW
E030,0,0.1025390625,0.0001392364501953,21,normal.,NORMAL,-
E001,0,3.111328125,0.0003128051757812,9,normal.,NORMAL,-
E016,0,0.0,0.0,17,normal.,NORMAL,-
E012,0,1.3837890625,0.0003128051757812,7,normal.,NORMAL,-
E016,0,0.916015625,0.0003213882446289,0,normal.,NORMAL,-
E000,0,0.244140625,0.0012102127075195,7,normal.,NORMAL,-
E044,0,0.1630859375,0.0104541778564453,19,normal.,NORMAL,-
E014,0,0.1025390625,0.0001382827758789,10,normal.,NORMAL,-
E027,0,0.330078125,0.0002622604370117,9,normal.,NORMAL,-
E007,0,0.2021484375,0.0109758377075195,21,normal.,NORMAL,-
E041,0,0.1025390625,0.0001401901245117,14,normal.,NORMAL,-
E017,0,0.1435546875,0.0001001358032226,18,normal.,NORMAL,-
E035,0,0.2294921875,0.0063199996948242,3,normal.,NORMAL,-
E013,0,0.1435546875,0.0001001358032226,2,normal.,NORMAL,-
E046,0,0.1982421875,0.0097570419311523,4,normal.,NORMAL,-
E014,0,0.3232421875,0.001296043395996,10,normal.,NORMAL,-
E022,0,0.197265625,0.0014162063598632,16,normal.,NORMAL,-
E030,0,0.3193359375,0.0019454956054687,9,normal.,NORMAL,-
E036,0,0.50390625,3.814697265625e-06,9,normal.,NORMAL,-
E039,0,0.44140625,0.0029687881469726,23,normal.,NORMAL,-
E032,0,0.2685546875,0.0096073150634765,10,normal.,NORMAL,-
E026,0,0.3310546875,0.0002708435058593,3,normal.,NORMAL,-
E004,0,0.142578125,0.0001001358032226,9,normal.,NORMAL,-
E047,0,0.9873046875,0.0003156661987304,17,normal.,NORMAL,-
E032,0,0.9775390625,0.0003175735473632,23,normal.,NORMAL,-
E015,0,0.1025390625,0.0001401901245117,11,normal.,NORMAL,-
E033,0,0.2001953125,0.0015439987182617,22,normal.,NORMAL,-
E035,0,0.3203125,0.0059328079223632,11,normal.,NORMAL,-
E023,0,0.2880859375,0.0001773834228515,15,normal.,NORMAL,-
E016,0,0.189453125,0.0039682388305664,14,normal.,NORMAL,-
E001,0,0.1025390625,0.0001401901245117,22,normal.,NORMAL,-
E005,0,0.142578125,0.0001001358032226,11,normal.,NORMAL,-
E042,0,0.2294921875,0.0014915466308593,0,normal.,NORMAL,-
E005,0,0.224609375,0.0030183792114257,15,normal.,NORMAL,-
E041,0,1.697265625,0.0003204345703125,2,normal.,NORMAL,-
E009,0,1.2451171875,0.0003185272216796,2,normal.,NORMAL,-
E003,0,2.0205078125,0.000314712524414,4,normal.,NORMAL,-
E021,0,0.2646484375,0.000370979309082,14,normal.,NORMAL,-
E046,0,0.1953125,0.0024185180664062,14,normal.,NORMAL,-
E040,0,0.1025390625,0.0,6,normal.,NORMAL,-
E031,0,0.2275390625,0.0038890838623046,6,normal.,NORMAL,-
E018,0,0.009765625,0.0001325607299804,16,normal.,NORMAL,-
E035,0,0.1025390625,0.0001392364501953,5,normal.,NORMAL,-
E027,0,1.744140625,0.000314712524414,5,normal.,NORMAL,-
E036,0,0.0,0.0,18,normal.,NORMAL,-
E009,0,0.220703125,0.0044441223144531,5,normal.,NORMAL,-
E013,0,0.1943359375,0.0009660720825195,21,normal.,NORMAL,-
E020,0,0.2548828125,0.000380516052246,15,normal.,NORMAL,-
E033,0,0.044921875,4.38690185546875e-05,3,normal.,NORMAL,-
E005,0,0.1435546875,0.0001001358032226,22,normal.,NORMAL,-
E017,0,0.6025390625,0.000319480895996,18,normal.,NORMAL,-
E009,0,0.1025390625,0.0001401901245117,9,normal.,NORMAL,-
E037,0,0.044921875,4.38690185546875e-05,8,normal.,NORMAL,-
E012,0,0.146484375,0.001652717590332,22,normal.,NORMAL,-
E018,0,0.189453125,0.0002985000610351,21,normal.,NORMAL,-
E041,0,0.232421875,0.0014152526855468,2,normal.,NORMAL,-
E007,0,0.2080078125,0.0004501342773437,3,normal.,NORMAL,-
E044,0,1.3125,0.0003232955932617,8,normal.,NORMAL,-
E042,0,0.6357421875,0.0003166198730468,20,normal.,NORMAL,-
E013,0,0.04296875,0.0001459121704101,1,normal.,NORMAL,-
E004,0,0.2880859375,0.0014715194702148,9,normal.,NORMAL,-
E046,0,0.20703125,0.0006942749023437,5,normal.,NORMAL,-
E041,0,0.2119140625,0.0002670288085937,22,normal.,NORMAL,-
E037,0,0.3447265625,0.0015134811401367,8,normal.,NORMAL,-
E002,0,0.2392578125,0.001474380493164,16,normal.,NORMAL,-
E009,0,0.6962890625,0.0003175735473632,21,normal.,NORMAL,-
E025,0,0.2177734375,0.0012874603271484,21,normal.,NORMAL,-
E033,0,0.302734375,0.0030727386474609,22,normal.,NORMAL,-
E047,0,0.1025390625,0.0001392364501953,15,normal.,NORMAL,-
E006,0,0.1787109375,0.0,21,normal.,NORMAL,-
E021,0,0.8603515625,0.0003414154052734,6,normal.,NORMAL,-
E040,0,0.2255859375,0.0287675857543945,2,normal.,NORMAL,-
E006,0,0.1787109375,0.0,22,normal.,NORMAL,-
E035,0,53.26171875,0.0079288482666015,4,back.,ANOMALY,MEDIUM
E048,0,0.2197265625,0.0015544891357421,14,normal.,NORMAL,-
E028,0,0.1025390625,0.0001401901245117,11,normal.,NORMAL,-
E006,0,0.2021484375,0.004683494567871,6,normal.,NORMAL,-
E022,0,0.2802734375,0.0002927780151367,18,normal.,NORMAL,-
E040,0,0.95703125,0.0003166198730468,3,normal.,NORMAL,-
E032,0,0.2109375,0.0001697540283203,17,normal.,NORMAL,-
E023,0,0.2138671875,0.0011548995971679,6,normal.,NORMAL,-
E025,0,0.294921875,0.0002460479736328,7,normal.,NORMAL,-
E045,0,0.2724609375,0.0177278518676757,7,normal.,NORMAL,-
E036,0,0.751953125,0.0003118515014648,20,normal.,NORMAL,-
E009,0,0.04296875,5.7220458984375e-05,11,normal.,NORMAL,-
E026,0,1.33984375,0.0003156661987304,18,normal.,NORMAL,-
E008,0,0.2744140625,0.0011396408081054,3,normal.,NORMAL,-
E043,0,0.0341796875,0.0,7,normal.,NORMAL,-
E022,0,0.029296875,0.0,0,normal.,NORMAL,-
E040,0,0.1025390625,0.0001392364501953,12,normal.,NORMAL,-
E030,0,0.0,0.0,19,neptune.,NORMAL,-
E007,0,0.326171875,0.0004138946533203,23,normal.,NORMAL,-
E015,0,0.1923828125,0.0088567733764648,14,normal.,NORMAL,-
E020,0,0.21875,0.0011520385742187,9,normal.,NORMAL,-
E021,0,0.2578125,0.0085258483886718,16,normal.,NORMAL,-
E029,0,1.6787109375,0.0003480911254882,16,normal.,NORMAL,-
E028,0,0.16015625,0.013833999633789,7,normal.,NORMAL,-
E023,0,0.2109375,0.0007886886596679,21,normal.,NORMAL,-
E012,0,0.1767578125,0.0,9,normal.,NORMAL,-
E013,0,0.1591796875,0.013925552368164,2,normal.,NORMAL,-
E016,0,0.2021484375,0.0011701583862304,5,normal.,NORMAL,-
E024,0,0.322265625,0.0002660751342773,21,normal.,NORMAL,-
E023,0,0.2978515625,0.0007743835449218,12,normal.,NORMAL,-
E045,0,0.3232421875,0.0002470016479492,6,normal.,NORMAL,-
E012,0,3.484375,0.0003871917724609,7,normal.,NORMAL,-
E034,0,0.224609375,0.0033493041992187,15,normal.,NORMAL,-
E034,0,0.306640625,0.0009326934814453,1,normal.,NORMAL,-
E027,0,0.1025390625,0.0001382827758789,9,normal.,NORMAL,-
E033,0,0.158203125,0.0004501342773437,21,normal.,NORMAL,-
E027,0,0.21875,0.0037860870361328,0,normal.,NORMAL,-
E019,0,0.986328125,0.0003690719604492,17,normal.,NORMAL,-
E017,0,0.3388671875,0.0119256973266601,21,normal.,NORMAL,-
E002,0,0.1767578125,0.0038366317749023,17,normal.,NORMAL,-
E042,0,0.181640625,0.00714111328125,14,normal.,NORMAL,-
E004,0,1.927734375,0.0,21,normal.,NORMAL,-
E004,0,0.314453125,0.0003213882446289,12,normal.,NORMAL,-
E021,0,0.2861328125,0.0032739639282226,10,normal.,NORMAL,-
E008,0,0.337890625,0.0006046295166015,13,normal.,NORMAL,-
E019,0,0.21484375,0.0026779174804687,13,normal.,NORMAL,-
E016,0,0.044921875,4.38690185546875e-05,19,normal.,NORMAL,-
E014,0,0.259765625,0.001251220703125,12,normal.,NORMAL,-
E040,0,1.8125,0.0003156661987304,15,normal.,NORMAL,-
E036,0,0.291015625,0.0020341873168945,6,normal.,NORMAL,-
E020,0,0.0,0.0,13,normal.,NORMAL,-
E027,0,0.154296875,0.0102701187133789,9,normal.,NORMAL,-
E005,0,0.3056640625,0.001779556274414,22,normal.,NORMAL,-
E008,0,0.177734375,0.0,3,normal.,NORMAL,-
E002,0,0.1435546875,0.0001001358032226,14,normal.,NORMAL,-
E010,0,0.044921875,0.0001392364501953,0,normal.,NORMAL,-
E049,0,0.2705078125,0.00030517578125,18,normal.,NORMAL,-
E038,0,0.2919921875,0.0027780532836914,8,normal.,NORMAL,-
E022,0,0.2841796875,0.0005741119384765,7,normal.,NORMAL,-
E042,0,0.1025390625,0.0001392364501953,4,normal.,NORMAL,-
E006,0,0.2880859375,0.0171613693237304,23,normal.,NORMAL,-
E038,0,0.3447265625,0.0008316040039062,7,normal.,NORMAL,-
E042,0,0.2998046875,0.0059623718261718,21,normal.,NORMAL,-
E035,0,0.9423828125,0.0,0,normal.,NORMAL,-
E028,0,0.142578125,0.0,10,normal.,NORMAL,-
E009,0,0.2275390625,0.0010833740234375,14,normal.,NORMAL,-
E042,0,0.19921875,0.0002985000610351,11,normal.,NORMAL,-
E015,0,0.1552734375,0.0012950897216796,18,normal.,NORMAL,-
E008,0,0.19140625,0.0016031265258789,13,normal.,NORMAL,-
E029,0,0.2001953125,0.0019350051879882,10,normal.,NORMAL,-
E041,0,0.2421875,0.0181121826171875,5,normal.,NORMAL,-
E029,0,1.0078125,0.0,13,smurf.,NORMAL,-
E023,0,1.0078125,0.0,9,smurf.,NORMAL,-
E010,0,0.279296875,0.0020084381103515,4,normal.,NORMAL,-
E010,0,1.1708984375,0.0,16,normal.,NORMAL,-
E049,0,1.0078125,0.0,0,smurf.,NORMAL,-
E015,0,0.337890625,0.0006942749023437,5,normal.,NORMAL,-
E028,0,0.5078125,0.0,3,smurf.,NORMAL,-
E005,0,0.1875,0.0014266967773437,5,normal.,NORMAL,-
E032,0,0.8046875,0.0003204345703125,9,normal.,NORMAL,-
E037,0,0.287109375,0.0018291473388671,6,normal.,NORMAL,-
E032,0,0.7421875,0.0003137588500976,7,normal.,NORMAL,-
E036,0,0.2255859375,0.0103178024291992,16,normal.,NORMAL,-
E034,0,0.3154296875,0.0005655288696289,8,normal.,NORMAL,-
E000,0,0.310546875,0.0030813217163085,15,normal.,NORMAL,-
E001,0,0.3212890625,0.0005407333374023,8,normal.,NORMAL,-
E023,0,0.0,0.0,16,normal.,NORMAL,-
E033,0,0.2236328125,0.0003728866577148,18,normal.,NORMAL,-
E027,0,0.2080078125,0.0011882781982421,10,normal.,NORMAL,-
E036,0,0.2255859375,0.0119562149047851,3,normal.,NORMAL,-
E033,0,0.2392578125,0.0,2,normal.,NORMAL,-
E033,0,0.236328125,0.0013389587402343,9,normal.,NORMAL,-
E022,0,0.2294921875,0.0005788803100585,2,normal.,NORMAL,-
E015,0,0.2041015625,0.0005760192871093,5,normal.,NORMAL,-
E033,0,0.1025390625,0.0001382827758789,9,normal.,NORMAL,-
E037,0,1.228515625,0.0003128051757812,1,normal.,NORMAL,-
E013,0,0.3291015625,0.0011730194091796,15,normal.,NORMAL,-
E042,0,0.197265625,0.0130653381347656,17,normal.,NORMAL,-
E020,0,0.205078125,0.0005817413330078,20,normal.,NORMAL,-
E049,0,0.1025390625,0.0001392364501953,0,normal.,NORMAL,-
E009,0,0.142578125,0.0,2,normal.,NORMAL,-
E005,0,0.25390625,0.0006351470947265,2,normal.,NORMAL,-
E048,0,0.2109375,0.0002412796020507,13,normal.,NORMAL,-
E014,0,1.28125,0.0003232955932617,8,normal.,NORMAL,-
E035,0,0.2333984375,0.0006313323974609,1,normal.,NORMAL,-
E027,0,0.173828125,0.0004644393920898,6,normal.,NORMAL,-
E029,0,0.1025390625,0.0001392364501953,0,normal.,NORMAL,-
E009,0,0.3115234375,0.0004615783691406,3,normal.,NORMAL,-
E012,0,0.1953125,0.000401496887207,18,normal.,NORMAL,-
E046,0,3.716796875,0.000309944152832,2,normal.,NORMAL,-
E011,0,0.1435546875,0.0001001358032226,3,normal.,NORMAL,-
E023,0,0.2275390625,0.0034675598144531,6,normal.,NORMAL,-
E016,0,0.1025390625,0.0,7,normal.,NORMAL,-
E009,0,0.34375,0.0015687942504882,16,normal.,NORMAL,-
E042,0,0.1826171875,0.0045738220214843,1,normal.,NORMAL,-
